Language	Concept	Portuguese	Form	Semantic	Concepticon	Cognate	Notes
Chiriguano	MOON	LUA	jasɨ	PHYSICAL WORLD	1313	1	
Chiriguano	MORNING	MANHÃ		TIME	1339		
Chiriguano	MOUNTAIN / HILL	MONTANHA / MONTE / MORRO	ɨvɨtɨ	PHYSICAL WORLD	639 / 2118	1	
Chiriguano	MOSQUITO	PERNILONGO / MURIÇOCA / CARAPANÃ	ɲatĩu	ANIMALS	1509	1	
Chiriguano	MOTHER	MOTHER	sɨ	KINSHIP	1216	1	
Chiriguano	MOTHER-IN-LAW (OF MEN)	SOGRA(DE HOMEM)	aiso	KINSHIP	2257		
Chiriguano	MOTHER-IN-LAW (OF WOMAN)	SOGRA(DE MULHER)	mesɨ	KINSHIP	2256		
Chiriguano	MOULD	MOFO	ãβe	PHYSICAL WORLD		1	
Chiriguano	MOUSTACHE	BIGODE	emota	BODY	1165	1	
Chiriguano	MOUTH	BOCA	dʒuru	BODY	674	1	
Chiriguano	NAIL / CLAW	UNHA / GARRA	pãpe	BODY	2128	1	
Chiriguano	NAME	NOME	ee	SPEECH AND LANGUAGE	1405	1	
Chiriguano	NECK	PESCOÇO	áju	BODY	1333	1	
Chiriguano	NEST	NINHO	aitɨ	ANIMALS	539	1	
Chiriguano	NEW	NOVO	pɨau	TIME	1231	1	
Chiriguano	NIGHT	NOITE	pɨ̃tu	TIME	1233	1	
Chiriguano	NOSE	NARIZ	tĩ	BODY	1221	1	
Chiriguano	NOW	AGORA		TIME	1376		
Chiriguano	OAR	REMO		MOTION	3137		
Chiriguano	OLD (ADJ)	VELHO		TIME	1229		
Chiriguano	ONE	UM	pẽti	QUANTITY	1493	3	
Chiriguano	OPEN	ABRIR		SPATIAL RELATIONS	1156		
Chiriguano	OPOSSUM / SKUNK	GAMBÁ		ANIMALS	309		
Chiriguano	OTHER / SOME	OUTRO / ALGUM	amue	MISCELLANEOUS FUNCTION WORDS	197 /1241	1	
Chiriguano	OWL	CORUJA		ANIMALS	735		
Chiriguano	PACA	PACA		ANIMALS	316		
Chiriguano	PACU FISH	PACU		ANIMALS			
Chiriguano	PAIN / HURT	DOR / MACHUCADO	asɨ	EMOTIONS AND VALUES	1783 / 2561	1	
Chiriguano	PAN	PANELA		FOOD AND DRINK	31		
Chiriguano	PAPAYA	MAMÃO		AGRICULTURE AND VEGETATION	2445		
Chiriguano	PARROT	PAPAGAIO	ajuru	ANIMALS	882	1	
Chiriguano	PATH / WAY	CAMINHO	ape	MOTION	2252	1	
Chiriguano	PEACH PALM	PUPUNHA		AGRICULTURE AND VEGETATION			
Chiriguano	PEANUT	AMENDOIM		AGRICULTURE AND VEGETATION	2364		
Chiriguano	PECCARY (COLLARED)	PORCO DO MATO / CAITITU / CAITETU		ANIMALS	435		
Chiriguano	PECCARY (WHITE-LIPPED)	QUEIXADA		ANIMALS	436		
Chiriguano	PENIS	PÊNIS	ãkʷaj	BODY	1222	1	
Chiriguano	PEPPER	PIMENTA		FOOD AND DRINK	1385		
Chiriguano	PERSON / HB / SOMEONE	PESSOA / SERHUMANO / ALGUÉM	áβa	KINSHIP	683	2	
Chiriguano	PESTLE	PILÃO		FOOD AND DRINK	225		
Chiriguano	PESTLE (VERB)	PILAR					
Chiriguano	PIERCE	FURAR / ESPETAR	kutu	BASIC ACTIONS AND TECHNOLOGY	398	1	
Chiriguano	PINEAPPLE	ABACAXI	karagʷata	FOOD AND DRINK	2440	4	
Chiriguano	PIRANHA	PIRANHA		ANIMALS	317		
Chiriguano	PLAY	BRINCAR	po	EMOTIONS AND VALUES	1413	7	
Chiriguano	PLAY (2) (CAUSE TO JUMP)		mómbo	EMOTIONS AND VALUES			
Chiriguano	PORRIDGE	MINGAU	kagʷɨjɨ	FOOD AND DRINK		2	
Chiriguano	PUMPKIN	ABÓBORA / MORANGA /	uwandaka	FOOD AND DRINK	864	5	
Chiriguano	PUT	PÔR / COLOCAR	ɲono	SPATIAL RELATIONS	998	1	
Chiriguano	RAIN	CHUVA	ãma	PHYSICAL WORLD	658	1	
Chiriguano	RAT	RATO	aŋuja	ANIMALS	1490	1	
Chiriguano	RAW	CRU	píra	FOOD AND DRINK	1959	1	
Chiriguano	RED	VERMELHO	pɨ̃ta	SENSE PERCEPTION	156	1	
Chiriguano	REMEMBER	LEMBRAR(-SE)		COGNITION	707		
Chiriguano	RESIN	RESINA		THE PHYSICAL WORLD	664		
Chiriguano	RETURN / COME BACK	VIRAR / VOLTAR	je	MOTION	581	1	
Chiriguano	RIPE	MADURO	agʷɨje	FOOD AND DRINK	178	3	
Chiriguano	RIVER	RIO	ɨãka-	PHYSICAL WORLD	666	1	
Chiriguano	ROAST	ASSAR		FOOD AND DRINK	1962		
Chiriguano	ROOT	RAÍZ	hapo	AGRICULTURE AND VEGETATION	670	1	
Chiriguano	ROPE	CORDA	tɨmãsa	BASIC ACTIONS AND TECHNOLOGY	1218	3	
Chiriguano	ROUND	REDONDO	apua	SPATIAL RELATIONS	1395	1	
Chiriguano	ROW	REMAR		MOTION	1849		
Chiriguano	RUN	CORRER	si	MOTION	1519	1	
Chiriguano	SAD(NESS)	TRISTE(ZA)	pɨatɨtɨ	EMOTIONS AND VALUES	699		
Chiriguano	SALIVA	SALIVA	enɨ	BODY	1503	2	
Chiriguano	SALT	SAL	jukɨ	FOOD AND DRINK	1274	1	
Chiriguano	SAND	AREIA	ɨvɨkuĩti	PHYSICAL WORLD	1127	2	
Chiriguano	SAY	DIZER		SPEECH AND LANGUAGE	1458		
Chiriguano	SCARE	ASSUSTAR / AMEDRONTAR	mongɨje	EMOTIONS AND VALUES	252	1	
Chiriguano	SCORPION	ESCORPIÃO		ANIMALS	1538		
Chiriguano	SEE	VER	etʃa	SENSE PERCEPTION	1409	1	
Chiriguano	SEED	SEMENTE	hãɨ	AGRICULTURE AND VEGETATION	714	1	
Chiriguano	SEEK / LOOK FOR / SEARCH	BUSCAR / PROCURAR	eka	POSSESSION	1468	1	
Chiriguano	SEND	ENVIAR	mono	MOTION	1127	3	
Chiriguano	SHAMAN	PAJÉ		RELEGION AND BELIEF	394		
Chiriguano	SHARPEN	AFIAR	haime	SENSE PERCEPTION	251	1	
Chiriguano	SHELL / BARK	CASCA / PELE	pire	AGRICULTURE AND VEGETATION	1204 / 2127	2	
Chiriguano	SHELL	CONCHA		ANIMALS	598		
Chiriguano	SHORT	CURTO		SPATIAL RELATIONS	1645		
Chiriguano	SICK / ILL	DOENTE	asɨ	BODY	1847	2	
Chiriguano	SING	CANTAR		SPEECH AND LANGUAGE	1261		
Chiriguano	SISTER	IRMÃ	eindɨ	KINSHIP	1263	1	
Chiriguano	SIT	SENTAR(-SE)	gʷápɨ	SPATIAL RELATIONS	1416	1	
Chiriguano	SKIN	PELE	píre	BODY	763	1	
Chiriguano	SKY	CÉU	ara	PHYSICAL WORLD	1732	2	
Chiriguano	SLEEP	DORMIR	ke	BODY	1585	1	
Chiriguano	SLOTH	BICHO PREGUIÇA		ANIMALS	2446		
Chiriguano	SMALL	PEQUENO	mĩʃi	SPATIAL RELATIONS	1246	1	
Chiriguano	SMOKE (N)	FUMAÇA	tatãti	PHYSICAL WORLD	778	1	
Chiriguano	SNAIL	CARACOL / LESMA		ANIMALS	1543		
Chiriguano	SNAKE	COBRA	moj	ANIMALS	730	1	
Chiriguano	SNORE	RONCAR	keramu	BODY	1983	2	
Chiriguano	SON OF WOMAN	FILHO DE MULHER	memɨ	KINSHIP	1620	1	
Chiriguano	SON OF MAN	FILHO DE HOMEN	memɨ	KINSHIP	1620	1	
Chiriguano	SOUR / ACID /BITTER	AZEDO / AMARGO	hajasɨ	SENSE PERCEPTION	1906	1	
Chiriguano	SPEAK	FALAR	ñẽe	SPEECH AND LANGUAGE	1623	1	
Chiriguano	SPIDER	ARANHA	janduti	ANIMALS	843	1	
Chiriguano	SPIDER MONKEY /	MACACO PRETO / MACACO ARANHA / COATÁ		ANIMALS	434		
Chiriguano	SPROUT	BROTAR		BASIC ACTIONS AND TECHNOLOGY	2076		
Chiriguano	SQUIRREL	ESQUILO		ANIMALS	1628		
Chiriguano	STAND	ESTAR DE/EM PÉ / LEVANTAR		BODY	1442		
Chiriguano	STAR	ESTRELA	jasɨtata	PHYSICAL WORLD	1430	1	
Chiriguano	STINGRAY	ARRAIA	javevi	ANIMALS	1910	1	
Chiriguano	STOMACH	ESTÔMAGO	pɨa	BODY	819	6	
Chiriguano	STONE	PEDRA	ita	PHYSICAL WORLD	857	1	
Chiriguano	STRONG	FORTE	ãta	BODY	785	1	
Chiriguano	SUCK	SUGAR / CHUPAR	pɨte	FOOD AND DRINK	1421	1	
Chiriguano	SUN	SOL	kʷarasɨ	PHYSICAL WORLD	1343	1	
Chiriguano	SURUBIM_FISH	PINTADO / BAGRE (?)		ANIMALS			
Chiriguano	SWEEP	VARRER	tĩpei	BASIC ACTIONS AND TECHNOLOGY	230	1	
Chiriguano	SWEET	DOCE	hẽe	SENSE PERCEPTION	717	1	
Chiriguano	SWEET POTATO	BATAT-DOCE	jetɨ	FOOD AND DRINK	159	1	
Chiriguano	SWIM	NADAR	ɨta	MOTION	1439	3	
Chiriguano	TAIL	RABO / CAUDA	hugʷai	BODY	1220	1	
Chiriguano	TAPIR	ANTA	mboréwi	ANIMALS	312	5	
Chiriguano	TAYRA	IRARA		ANIMALS			
Chiriguano	TEACH	ENSINAR	moe	COGNITION	709	1	
Chiriguano	TELL / NARRATE	CONTAR	momeu	SPEECH AND LANGUAGE	1711	1	
Chiriguano	TERMINATE / FINISH	ACABAR / TERMINAR	pa	TIME	1766	1	
Chiriguano	TERMITE	CUPIM	kupii	ANIMALS	883	1	
Chiriguano	TESTICLES	TESTÍCULOS	tapia	BODY	797	1	
Chiriguano	THAT	AQUELE / AQUILO		MISCELLANEOUS FUNCTION WORDS	78		
Chiriguano	THICK	GROSSO	powasu	SPATIAL RELATIONS	1244	2	
Chiriguano	THING	COISA	mbae	POSSESSION	738	2	
Chiriguano	THIS	ESTE		MISCELLANEOUS FUNCTION WORDS	1214		
Chiriguano	THREE	TRÊS	moapɨ	QUANTITY	492	4	
Chiriguano	THORN	ESPINHO	juu	AGRICULTURE AND VEGETATION	124	1	
Chiriguano	THUNDER	TROVÃO	amarɨápu	PHYSICAL WORLD	1150	2	
Chiriguano	THROAT	GARGANTA	aseo	BODY	1346	6	
Chiriguano	TICK	CARRAPATO	jateu	ANIMALS	1527	1	
Chiriguano	TIE	ATAR / AMARRAR	apɨ̃ti / mbojuápɨ*	BASIC ACTIONS AND TECHNOLOGY	1917	1	
Chiriguano	TIMBO LIANA	TIMBÓ		AGRICULTURE AND VEGETATION	2388		
Chiriguano	TINAMOU	INHAMBU / NAMBU / PERDIZ / XORORÓ		ANIMALS			
Chiriguano	TIRED	CANSADO	kanɨ	BODY	1757	1	
Chiriguano	TOBACCO	FUMO / TABACO	tãtãti	AGRICULTURE AND VEGETATION	974	3	
Chiriguano	TODAY	HOJE		TIME	1283		
Chiriguano	TOMORROW	AMANHÃ	pɨareve	TIME	1329	4	
Chiriguano	TONGUE	LÍNGUA	kũ	BODY	1205	1	
Chiriguano	TOOTH	DENTE	ãi	BODY	1380	1	
Chiriguano	TOUCAN	TUCANO		ANIMALS	308		
Chiriguano	TRAHIRA FISH	TRAÍRA		ANIMALS			
Chiriguano	TREE	ÁRVORE	ɨwɨra	AGRICULTURE AND VEGETATION	906	1	
Chiriguano	TUCUMA_PALM	TUCUMÃ		AGRICULTURE AND VEGETATION	2439		
Chiriguano	TURTLE	TARTARUGA	karume	ANIMALS	112	1	
Chiriguano	TWO	DOIS / DUAS	mokõj	QUANTITY	1498	1	
Chiriguano	UGLY	FEIO	kavĩa	EMOTIONS AND VALUES	1548	9	
Chiriguano	UNCLE (MOBR)	TIO (MATERNO)	tutɨ	KINSHIP	2692	1	
Chiriguano	UNTIE	DESATAR / DESAMARRAR / SOLTAR	jora	BASIC ACTIONS AND TECHNOLOGY	352	1	
Chiriguano	URINATE	URINAR	kʷaru	BODY		1	
Chiriguano	VEIN	VEIA	ajɨ	BODY	1924	2	
Chiriguano	VILLAGE	ALDEIA		SOCIAL AND POLITICAL RELATIONS	930		
Chiriguano	VILLAGE SQUARE	PÁTIO /PRAÇA					
Chiriguano	VOMIT	VOMITAR	gʷẽe	BODY	1278	1	
Chiriguano	VULTURE	URUBÚ	uruhugʷa	ANIMALS	1185	1	
Chiriguano	WAKE UP			THE BODY	1602		
Chiriguano	WALK	ANDAR / CAMINHAR	wata	MOTION	1443	1	
Chiriguano	WANT	QUERER	pota	EMOTIONS AND VALUES	1784	1	
Chiriguano	WASH	LAVAR	putuka	BASIC ACTIONS AND TECHNOLOGY	1453	1	
Chiriguano	WASP	VESPA	kavẽe	ANIMALS	1517	1	
Chiriguano	WATER	ÁGUA	ɨɨ	PHYSICAL WORLD	948	1	
Chiriguano	WAX	CERA					
Chiriguano	WE (EXCL)	NÓS	ore	KINSHIP	1130	1	
Chiriguano	WE (INCL)	NÓS	jánde	KINSHIP	1131	1	
Chiriguano	WEAVE	TECER		BASIC ACTIONS AND TECHNOLOGY	133		
Chiriguano	WET	MOLHADO	ãkɨ	SENSE PERCEPTION	1726	1	
Chiriguano	WHAT (?)	OQUÊ		MISCELLANEOUS FUNCTION WORDS	1236		
Chiriguano	WHITE	BRANCO	tĩi	SENSE PERCEPTION	1335	1	
Chiriguano	WHO (?)	QUEM		MISCELLANEOUS FUNCTION WORDS	1235		
Chiriguano	WIFE	ESPOSA	embireko	KINSHIP	1199	1	
Chiriguano	WILD CAT	GATO DO MATO		ANIMALS	2241		
Chiriguano	WILD DOG	CACHORRO DO MATO		ANIMALS	2448		
Chiriguano	WIND	VENTO	ɨvɨtu	PHYSICAL WORLD	960	1	
Chiriguano	WING	ASA	pepo	BODY	1257	1	
Chiriguano	WING(2)	ASA	agʷe	BODY	1257	2	
Chiriguano	WOODPECKER	PICA-PAU		ANIMALS	2447		
Chiriguano	WOMAN	MULHER	kũŋa	KINSHIP	962	1	
Chiriguano	(EARTH) WORM	VERME / MINHOCA	aso	ANIMALS	2350	2	
Chiriguano	WOUND	FERIDA		THE BODY	1109		
Chiriguano	YELLOW	AMARELO	ju	SENSE PERCEPTION	1424	1	
Chiriguano	YOU (SG)	VOCÊ / TU	ne	KINSHIP	1213	1	
Chiriguano	YOU (PL)	VOCÊS / VÓS		KINSHIP	1213		
Jorá	ABOVE	EM CIMA (DE)		SPATIAL RELATIONS	1741		
Jorá	AFTER	DEPOIS (DE)		SPATIAL RELATIONS	1685		
Jorá	AGOUTI / PACA	CUTIA	kuʃi	ANIMALS	313		
Jorá	ALL	TODOS / TUDO		QUANTITY	98		
Jorá	ALONE	SÓ / SOZINHO		QUANTITY	1964		
Jorá	ANACONDA	SUCURI	mbej tʃusu	ANIMALS	896	5	
Jorá	ANATTO	URUCU		AGRICULTURE AND VEGETATION			
Jorá	ANT	FORMIGA	kuʃi	ANIMALS	587		
Jorá	ANTEATER	TAMANDUÁ		ANIMALS	181		
Jorá	MOUNTAIN SOURSOP	ARATICUM / JACA DE POBRE		FOOD AND DRINK			
Jorá	ARM	BRAÇO		BODY	1673		
Jorá	ARMADILLO	TATU	tátu	ANIMALS	1885	1	
Jorá	ARRIVE	CHEGAR		MOTION	1387		
Jorá	ARROW	FLECHA		WARFARE AND HUNTING	977		
Jorá	ASH	CINZA(S)		PHYSICAL WORLD	646		
Jorá	AVENGE	VINGAR(-SE)			495		
Jorá	AXE	MACHADO		WARFARE AND HUNTING	677		
Jorá	AÇAÍ PALM	AÇAÍ		AGRICULTURE AND VEGETATION	2437		
Jorá	BACK	COSTAS		BODY	1291		
Jorá	BABAÇU	BABAÇU	nikúʃi	AGRICULTURE AND VEGETATION			
Jorá	BAD / EVIL	MAU / MAL / RUIM	dádtʃa	EMOTIONS AND VALUES	3764		
Jorá	BAMBOO	TAQUARA / BAMBU		AGRICULTURE AND VEGETATION	1827		
Jorá	BANANA	BANANA	tʃa / tja	FOOD AND DRINK	868		
Jorá	BASKET	CESTO / CESTA		BASIC ACTIONS AND TECHNOLOGY	1539		
Jorá	BAT	MORCEGO		ANIMALS	1793		
Jorá	BATHE	BANHAR-SE		BODY	138		
Jorá	BEADS	MIÇANGAS / CONTAS		CLOTHING AND GROOMING	1860		
Jorá	BE WRONG	ERRAR / ESTAR ERRADO		EMOTIONS AND VALUES	1390		
Jorá	BEANS	FEIJÃO		FOOD AND DRINK	2574		
Jorá	BEARD	BARBA		BODY	678		
Jorá	BEAUTIFUL	BONITO		EMOTIONS AND VALUES	1427		
Jorá	BEE	ABELHA		ANIMALS	665		
Jorá	BELLY	UMBIGO		BODY	1251		
Jorá	BELLYBUTTON	UMBIGO		BODY	3715		
Jorá	BELOW	EM BAIXO DE / ABAIXO		SPATIAL RELATIONS	1485		
Jorá	BENCH	BANCO			2584		
Jorá	BIG	GRANDE	watʃu / watsu	SPATIAL RELATIONS	1202	1	
Jorá	BIRD	PÁSSARO		ANIMALS	937		
Jorá	BITE	MORDER		BODY	1403		
Jorá	BLACK	PRETO		SENSE PERCEPTION	163		
Jorá	BLOOD	SANGUE	it	BODY	946		
Jorá	BLOW	SOPRAR		MOTION	176		
Jorá	BLUE	AZUL		SENSE PERCEPTION	837		
Jorá	BONE	OSSO		BODY	1394		
Jorá	BOW	ARCO	takát	WARFARE AND HUNTING	994		
Jorá	BOY	MENINO		KINSHIP	1366		
Jorá	BRANCH	GALHO		AGRICULTURE AND VEGETATION	1531		
Jorá	BRAZIL NUT	CASTANHA DO PARÁ		FOOD AND DRINK			
Jorá	BREAK	QUEBRAR / ROMPER		BASIC ACTIONS AND TECHNOLOGY	3020		
Jorá	BREAST	SEIO	ʃon-tʃi	BODY	1402	1	
Jorá	BREATHE	RESPIRAR		BODY	1407		
Jorá	BROTHER	IRMÃO	nuŋe 	KINSHIP	1262		genitive form
Jorá	BURN (INTR)	QUEIMAR	sendi	PHYSICAL WORLD	2102	3	
Jorá	BURN (TR)	QUEIMAR	senja tata	PHYSICAL WORLD	141		
Jorá	BURY	ENTERRAR		BODY	1719		
Jorá	BUTTOCKS	NÁDEGAS		BODY	834		
Jorá	SLASH / GARDEN	ROÇA		AGRICULTURE AND VEGETATION	201		
Jorá	BUTTERFLY	BORBOLETA		ANIMALS	1791		
Jorá	CALABASH / GOURD	CABAÇA, CUIA		AGRICULTURE AND VEGETATION	411		
Jorá	CANOE	CANOA	idá	MOTION	1970		
Jorá	CAPUCHIN MONKEY	MACACO PREGO		ANIMALS			
Jorá	CAPYBARA	CAPIVARA		ANIMALS	314		
Jorá	CARÁ ROOT / YAM	INHAME		AGRICULTURE AND VEGETATION	410		
Jorá	CHIEF / MASTER / OWNER	CHEFE / CACIQUE		SOCIAL AND POLITICAL RELATIONS	2394		
Jorá	CASHEW	CAJU		FOOD AND DRINK	2441		
Jorá	CHILD	CRIANÇA		KINSHIP	2099		
Jorá	CICADA	CIGARRA		ANIMALS	2353		
Jorá	CLAW	GARRA		BODY	2128		
Jorá	CLAY / MUD	BARRO / ARGILA		BASIC ACTIONS AND TECHNOLOGY / THE PHYSICAL WORLD	1399 / 640		
Jorá	CLOUD	NUVEM		PHYSICAL WORLD	1489		
Jorá	COATI	QUATI		ANIMALS	2389		
Jorá	COCKROACH	BARATA		ANIMALS	1575		
Jorá	COCOA	CACAU		AGRICULTURE AND VEGETATION	2442		
Jorá	COLD	FRIO		SENSE PERCEPTION	1287		
Jorá	COME	VIR		MOTION	1446		
Jorá	COMB	PENTE		CLOTHING AND GROOMING	1475		
Jorá	CORN / MAIZE	MILHO	juáʃi	AGRICULTURE AND VEGETATION	3686	1	
Jorá	COTTON	ALGODÃO	antʃoá / andioti	CLOTHING AND GROOMING	1850		
Jorá	CRAB	CARANGUEIJO		ANIMALS	2348		
Jorá	CRICKET (ZOOL)	GRILO		ANIMALS	2354		
Jorá	CRY	CHORAR	njáw	EMOTIONS AND VALUES	1839		
Jorá	CURASSOW	MUTUM		ANIMALS	315		
Jorá	CUT	CORTAR	tʃitʃa	BASIC ACTIONS AND TECHNOLOGY	1432	1	
Jorá	DANCE	DANÇAR		MOTION	1579		
Jorá	DAUGHTER OF WOMAN	FILHA DE MULHER	tʃaʔahu 	KINSHIP	1357		Vocative form
Jorá	DAUGHTER OF MAN	FILHA DE HOMEM	aira	KINSHIP	1357		
Jorá	DAY	DIA		TIME	1260		
Jorá	DEER	VEADO	dʒanásu	ANIMALS	1936		
Jorá	DEFECATE	DEFECAR		BODY	676		
Jorá	DIE	MORRER	maná	BODY	1494		
Jorá	DIG	CAVAR		AGRICULTURE AND VEGETATION	1418		
Jorá	DIGGING STICK			AGRICULTURE AND VEGETATION	339		
Jorá	DIRTY	SUJO		SENSE PERCEPTION	1230		
Jorá	DO / MAKE	FAZER		BASIC ACTIONS AND TECHNOLOGY	813		
Jorá	DOG	CACHORRO / CÃO		ANIMALS	2009		
Jorá	DOOR	PORTA		THE HOUSE	1567		
Jorá	DRAW / PAINT	PINTAR / DESENHAR		BASIC ACTIONS AND TECHNOLOGY	3122		
Jorá	DRESS UP	VESTIR(-SE)		CLOTHING AND GROOMING	814		
Jorá	DRINK (V)	BEBER	ju	FOOD AND DRINK	1401	1	
Jorá	DRY	SECAR		BASIC ACTIONS AND TECHNOLOGY	1786		
Jorá	DRY (STATE)	SECO	diahá	SENSE PERCEPTION	1398		
Jorá	EARTH / LAND	TERRA / PAÍS		PHYSICAL WORLD	3603		
Jorá	EAR	ORELHA		BODY	1247		
Jorá	EAT (INTR.)	COMER		FOOD AND DRINK	1336		
Jorá	EAT (TR.)	COMER		FOOD AND DRINKFOOD AND DRINK	1336		
Jorá	EGG	OVO		FOOD AND DRINK	744		
Jorá	ELECTRIC EEL	ENGUIA / PEIXE ELÉTRICO / PORAQUÊ		ANIMALS	2443		
Jorá	ENTER	ENTRAR		MOTION	749		
Jorá	EYE	OLHO		BODY	1248		
Jorá	FACE	CARA / ROSTO / FACE	atʃá	BODY	1560	3	
Jorá	FALL	CAIR		MOTION	1280		
Jorá	FAR	LONGE	iwúa-te	SPATIAL RELATIONS	1406		
Jorá	FAT / GREASE	GORDURA		FOOD AND DRINK	1282		
Jorá	FATHER	PAI		KINSHIP	1217		
Jorá	FEAR / BE AFRAID	TEMER / TERMEDO		EMOTIONS AND VALUES	1419		
Jorá	FEATHER	PENA / PLUMA	ʃakon	BODY	1201		
Jorá	FINGER	DEDO	aj	BODY	1303		
Jorá	FIRE	FOGO	tatá	PHYSICAL WORLD	221	1	
Jorá	FIREFLY / GLOWWORM	VAGALUME / PIRILAMPO		ANIMALS	206		
Jorá	FIREWOOD	LENHA		PHYSICAL WORLD	10		
Jorá	FISH	PEIXE	itá	ANIMALS	227		
Jorá	FISHHOOK	ANZOL		WARFARE AND HUNTING	1074		
Jorá	FLAT	PLANO / LISO		SPATIAL RELATIONS	1633		
Jorá	FLEA / CHIGGER	PULGA		ANIMALS	232		
Jorá	FLESH / MEAT	CARNE		FOOD AND DRINK	2615		
Jorá	FLOUR	FARINHA		FOOD AND DRINK	1594		
Jorá	FLOWER	FLOR		AGRICULTURE AND VEGETATION	239		
Jorá	FLY	VOAR		MOTION	1441		
Jorá	FLY (INSECT)	MOSCA		ANIMALS	1504		
Jorá	FOOD	COMIDA		FOOD AND DRINK	256		
Jorá	FOOT	PÉ		BODY	1301		
Jorá	FORGET	ESQUECER		COGNITION	1523		
Jorá	FOUR	QUATRO		QUANTITY	1500		
Jorá	FROG / TOAD	SAPO	dʒuwit	ANIMALS	503		
Jorá	FRUIT	FRUTA		FOOD AND DRINK	1507		
Jorá	FULL	CHEIO		QUANTITY	1429		
Jorá	GATHER	(A)JUNTAR / RECOLHER		SPATIAL RELATIONS	7		
Jorá	GENIPA	JENIPAPO / GENIPA		AGRICULTURE AND VEGETATION			
Jorá	GIRL	MENINA		KINSHIP	1646		
Jorá	GIVE	DAR	dotʃá	POSSESSION	1447		
Jorá	GNAT / PIUM	MOSQUITO / PERNILONGO / BORRACHUDO		ANIMALS			
Jorá	GO	IR	nika / asa	MOTION	695	1	
Jorá	GO UP	SUBIR		MOTION	705		
Jorá	GOOD / WELL	BOM / BEM	tamíta	EMOTIONS AND VALUES	1035		
Jorá	GRANDFATHER	AVÔ		KINSHIP	1383		
Jorá	GRASS	GRAMA		AGRICULTURE AND VEGETATION	606		
Jorá	GREEN	VERDE		SENSE PERCEPTION	1425 / 2382		
Jorá	GROW	CRESCER		SPATIAL RELATIONS	479		
Jorá	GREEN IGUANA	CAMALEÃO		ANIMALS	1578		
Jorá	GUAN / JACU	JACÚ	dʒáku	ANIMALS	437		
Jorá	HAIR	CABELO		BODY	2648		
Jorá	HAMMOCK	REDE	ki(t)sa / tikisa	HOUSE	2019	4	
Jorá	HAND	MÃO	áj	BODY	1277	2	
Jorá	HAPPY	FELIZ / CONTENTE		EMOTIONS AND VALUES	1495		
Jorá	HAWK	GAVIÃO		ANIMALS	307		
Jorá	HEAD	CABEÇA	atʃá	BODY	1256	1	
Jorá	HEAL	CURAR / SARAR		BODY	499		
Jorá	HEAR / LISTEN	ESCUTAR / OUVIR		SENSE PERCEPTION	1408 / 1608		
Jorá	HEART	CORAÇÃO		BODY	1223		
Jorá	HEAVY	PESADO		SENSE PERCEPTION	1210		
Jorá	HEDGEHOG	OURIÇO / PORCO-ESPINHO		ANIMALS	1797		
Jorá	HELP	AJUDAR		SOCIAL AND POLITICAL RELATIONS	1897		
Jorá	HEN / CHICKEN	GALINHA		ANIMALS	1318		
Jorá	HERE	AQUI		MISCELLANEOUS FUNCTION WORDS	136		
Jorá	HIDE	ESCONDER		SPATIAL RELATIONS	2486		
Jorá	HIT	BATER		BASIC ACTIONS AND TECHNOLOGY	1433		
Jorá	HOLE	BURACO		SPATIAL RELATIONS	1667		
Jorá	HONEY	MEL		FOOD AND DRINK	942		
Jorá	HORN	CHIFRE		BODY	1393		
Jorá	HOT	QUENTE	daku	SENSE PERCEPTION	1286	1	
Jorá	HOUSE	CASA	bit	HOUSE	1252		
Jorá	HOWLER MONKEY	(MACACO) BUGIO / GUARIBA		ANIMALS	433		
Jorá	HUMMINGBIRD	BEIJA-FLOR / COLIBRI		ANIMALS	1589		
Jorá	HUNT	CAÇAR		WARFARE AND HUNTING	1435		
Jorá	HUSBAND	MARIDO		KINSHIP	1200		
Jorá	I	EU	se	MISCELLANEOUS FUNCTION WORD	1209	1	
Jorá	INGA	INGÁ					
Jorá	INSIDE	DENTRO (DE)			1606		
Jorá	JACARÉ / CAIMAN / CROCODILE	JACARÉ	nitʃáte	ANIMALS	1857		
Jorá	JAGUAR	ONÇA	dʒakwa / dʒaka / dʒat	ANIMALS	1250	1	
Jorá	JUMP			MOTION	1829		
Jorá	KILL	MATAR	dutʃa	BODY	1417	1	
Jorá	KING FISHER	GUARDA-RIOS / MARTIM-PESCADOR		ANIMALS			
Jorá	KNEE	JOELHO		BODY	1371		
Jorá	KNIFE	FACA	embe	BASIC ACTIONS AND TECHNOLOGY	1352	2	
Jorá	KNOW	SABER		COGNITION	3626		
Jorá	LAKE	LAGO / LAGOA	iga / dʒane / iwua-te*	PHYSICAL WORLD	624		
Jorá	LARGE ANT / BULLET ANT	TOCANDIRA / TUCANDEIRA		ANIMALS			
Jorá	LARGE MANDI FISH	BAGRE / MANDI / SURUBIM-BAGRE		ANIMALS			
Jorá	LAUGH	RIR		EMOTIONS AND VALUES	1355		
Jorá	LEAF	FOLHA		AGRICULTURE AND VEGETATION	628		
Jorá	LEARN	APRENDER		COGNITION	504		
Jorá	LEAVE / GO OUT	SAIR		MOTION	1752		
Jorá	LEG	PERNA		BODY	1297		
Jorá	LAY (DOWN)	DEITAR(-SE)		SPATIAL RELATIONS	2071		
Jorá	LIVER	FÍGADO		BODY	1224		
