Language	Concept	Portuguese	Form	Semantic	Concepticon	Cognate	Notes
Warazu (Pauserna)	RIPE	MADURO	ʔaðu	FOOD AND DRINK	178	3	
Warazu (Pauserna)	RIVER	RIO	i	PHYSICAL WORLD	666	1	
Warazu (Pauserna)	ROAST	ASSAR		FOOD AND DRINK	1962		
Warazu (Pauserna)	ROOT	RAÍZ	apo	AGRICULTURE AND VEGETATION	670	1	
Warazu (Pauserna)	ROPE	CORDA	enɨmo	BASIC ACTIONS AND TECHNOLOGY	1218	1	
Warazu (Pauserna)	ROUND	REDONDO	apuʔa	SPATIAL RELATIONS	1395	1	
Warazu (Pauserna)	ROW	REMAR		MOTION	1849		
Warazu (Pauserna)	RUN	CORRER	ðãnɨ	MOTION	1519	1	
Warazu (Pauserna)	SAD(NESS)	TRISTE(ZA)	kɨrɨrɨ	EMOTIONS AND VALUES	699		
Warazu (Pauserna)	SALIVA	SALIVA	eni	BODY	1503	2	
Warazu (Pauserna)	SALT	SAL	ðúki	FOOD AND DRINK	1274	1	
Warazu (Pauserna)	SAND	AREIA	iwikuʔɨtsɨ	PHYSICAL WORLD	1127	2	
Warazu (Pauserna)	SAY	DIZER		SPEECH AND LANGUAGE	1458		
Warazu (Pauserna)	SCARE	ASSUSTAR / AMEDRONTAR	mopɨrɨ	EMOTIONS AND VALUES	252	3	
Warazu (Pauserna)	SCORPION	ESCORPIÃO		ANIMALS	1538		
Warazu (Pauserna)	SEE	VER	epa	SENSE PERCEPTION	1409	1	
Warazu (Pauserna)	SEED	SEMENTE	əʔəɨ	AGRICULTURE AND VEGETATION	714	1	
Warazu (Pauserna)	SEEK / LOOK FOR / SEARCH	BUSCAR / PROCURAR	eka	POSSESSION	1468	1	
Warazu (Pauserna)	SEND	ENVIAR	mono	MOTION	1127	3	
Warazu (Pauserna)	SHAMAN	PAJÉ		RELEGION AND BELIEF	394		
Warazu (Pauserna)	SHARPEN	AFIAR	otso	SENSE PERCEPTION	251	3	
Warazu (Pauserna)	SHELL / BARK	CASCA / PELE	pekʷe	AGRICULTURE AND VEGETATION	1204 / 2127	5	
Warazu (Pauserna)	SHELL	CONCHA		ANIMALS	598		
Warazu (Pauserna)	SHORT	CURTO		SPATIAL RELATIONS	1645		
Warazu (Pauserna)	SICK / ILL	DOENTE	mãrã	BODY	1847	5	
Warazu (Pauserna)	SING	CANTAR		SPEECH AND LANGUAGE	1261		
Warazu (Pauserna)	SISTER	IRMÃ	éɨɲi	KINSHIP	1263	1	
Warazu (Pauserna)	SIT	SENTAR(-SE)	wapi	SPATIAL RELATIONS	1416	1	
Warazu (Pauserna)	SKIN	PELE		BODY	763		
Warazu (Pauserna)	SKY	CÉU		PHYSICAL WORLD	1732		
Warazu (Pauserna)	SLEEP	DORMIR	ke	BODY	1585	1	
Warazu (Pauserna)	SLOTH	BICHO PREGUIÇA		ANIMALS	2446		
Warazu (Pauserna)	SMALL	PEQUENO	mɨnɨ	SPATIAL RELATIONS	1246	1	
Warazu (Pauserna)	SMOKE (N)	FUMAÇA	ətətsɨ	PHYSICAL WORLD	778	1	
Warazu (Pauserna)	SNAIL	CARACOL / LESMA		ANIMALS	1543		
Warazu (Pauserna)	SNAKE	COBRA	moɨ	ANIMALS	730	1	
Warazu (Pauserna)	SNORE	RONCAR	kéramu	BODY	1983	2	
Warazu (Pauserna)	SON OF WOMAN	FILHO DE MULHER	memi	KINSHIP	1620	1	
Warazu (Pauserna)	SON OF MAN	FILHO DE HOMEN	memi	KINSHIP	1620	1	
Warazu (Pauserna)	SOUR / ACID /BITTER	AZEDO / AMARGO	haɨ	SENSE PERCEPTION	1906	1	
Warazu (Pauserna)	SPEAK	FALAR	ðeʔe	SPEECH AND LANGUAGE	1623	1	
Warazu (Pauserna)	SPIDER	ARANHA	ðãnu	ANIMALS	843	1	
Warazu (Pauserna)	SPIDER MONKEY /	MACACO PRETO / MACACO ARANHA / COATÁ		ANIMALS	434		
Warazu (Pauserna)	SPROUT	BROTAR		BASIC ACTIONS AND TECHNOLOGY	2076		
Warazu (Pauserna)	SQUIRREL	ESQUILO		ANIMALS	1628		
Warazu (Pauserna)	STAND	ESTAR DE/EM PÉ / LEVANTAR		BODY	1442		
Warazu (Pauserna)	STAR	ESTRELA	ðahitata	PHYSICAL WORLD	1430	1	
Warazu (Pauserna)	STINGRAY	ARRAIA	ðawéwi	ANIMALS	1910	1	
Warazu (Pauserna)	STOMACH	ESTÔMAGO	pɨʔa	BODY	819	6	
Warazu (Pauserna)	STONE	PEDRA	ɨta	PHYSICAL WORLD	857	1	
Warazu (Pauserna)	STRONG	FORTE	pɨrãtã	BODY	785	1	
Warazu (Pauserna)	SUCK	SUGAR / CHUPAR	epite	FOOD AND DRINK	1421	1	
Warazu (Pauserna)	SUN	SOL	kʷarahi	PHYSICAL WORLD	1343	1	
Warazu (Pauserna)	SURUBIM_FISH	PINTADO / BAGRE (?)		ANIMALS			
Warazu (Pauserna)	SWEEP	VARRER	tipeɨ	BASIC ACTIONS AND TECHNOLOGY	230	1	
Warazu (Pauserna)	SWEET	DOCE	tiapɨ	SENSE PERCEPTION	717	6	
Warazu (Pauserna)	SWEET POTATO	BATAT-DOCE	ðéti	FOOD AND DRINK	159	1	
Warazu (Pauserna)	SWIM	NADAR	ʔita	MOTION	1439	3	
Warazu (Pauserna)	TAIL	RABO / CAUDA	uwaɨ	BODY	1220	1	
Warazu (Pauserna)	TAPIR	ANTA	tapɨʔɨ	ANIMALS	312	1	
Warazu (Pauserna)	TAYRA	IRARA		ANIMALS			
Warazu (Pauserna)	TEACH	ENSINAR	moʔe	COGNITION	709	1	
Warazu (Pauserna)	TELL / NARRATE	CONTAR	momeʔu	SPEECH AND LANGUAGE	1711	1	
Warazu (Pauserna)	TERMINATE / FINISH	ACABAR / TERMINAR	pa	TIME	1766	1	
Warazu (Pauserna)	TERMITE	CUPIM	kupɨʔɨ	ANIMALS	883	1	
Warazu (Pauserna)	TESTICLES	TESTÍCULOS	apɨʔa	BODY	797	1	
Warazu (Pauserna)	THAT	AQUELE / AQUILO		MISCELLANEOUS FUNCTION WORDS	78		
Warazu (Pauserna)	THICK	GROSSO	ðana-	SPATIAL RELATIONS	1244	3	
Warazu (Pauserna)	THING	COISA	maeʔe	POSSESSION	738	2	
Warazu (Pauserna)	THIS	ESTE		MISCELLANEOUS FUNCTION WORDS	1214		
Warazu (Pauserna)	THREE	TRÊS	mɨru	QUANTITY	492	0	
Warazu (Pauserna)	THORN	ESPINHO	ðu	AGRICULTURE AND VEGETATION	124	1	
Warazu (Pauserna)	THUNDER	TROVÃO	japu	PHYSICAL WORLD	1150	9	
Warazu (Pauserna)	THROAT	GARGANTA	ðihíʔoi	BODY	1346	6	
Warazu (Pauserna)	TICK	CARRAPATO	mutéwi	ANIMALS	1527	6	
Warazu (Pauserna)	TIE	ATAR / AMARRAR	əpitsɨ	BASIC ACTIONS AND TECHNOLOGY	1917	1	
Warazu (Pauserna)	TIMBO LIANA	TIMBÓ		AGRICULTURE AND VEGETATION	2388		
Warazu (Pauserna)	TINAMOU	INHAMBU / NAMBU / PERDIZ / XORORÓ		ANIMALS			
Warazu (Pauserna)	TIRED	CANSADO	pɨtjuwa	BODY	1757	6	
Warazu (Pauserna)	TOBACCO	FUMO / TABACO	péti	AGRICULTURE AND VEGETATION	974	1	
Warazu (Pauserna)	TODAY	HOJE		TIME	1283		
Warazu (Pauserna)	TOMORROW	AMANHÃ	kúire	TIME	1329	1	
Warazu (Pauserna)	TONGUE	LÍNGUA	ku	BODY	1205	1	
Warazu (Pauserna)	TOOTH	DENTE		BODY	1380		
Warazu (Pauserna)	TOUCAN	TUCANO		ANIMALS	308		
Warazu (Pauserna)	TRAHIRA FISH	TRAÍRA		ANIMALS			
Warazu (Pauserna)	TREE	ÁRVORE	iwíra	AGRICULTURE AND VEGETATION	906	1	
Warazu (Pauserna)	TUCUMA_PALM	TUCUMÃ		AGRICULTURE AND VEGETATION	2439		
Warazu (Pauserna)	TURTLE	TARTARUGA	ðowotsɨ	ANIMALS	112	2	
Warazu (Pauserna)	TWO	DOIS / DUAS	mokʷei	QUANTITY	1498	1	
Warazu (Pauserna)	UGLY	FEIO	aɨʝe	EMOTIONS AND VALUES	1548	1	
Warazu (Pauserna)	UNCLE (MOBR)	TIO (MATERNO)	túti	KINSHIP	2692	1	
Warazu (Pauserna)	UNTIE	DESATAR / DESAMARRAR / SOLTAR	ðura	BASIC ACTIONS AND TECHNOLOGY	352	1	
Warazu (Pauserna)	URINATE	URINAR	kʷaru	BODY		1	
Warazu (Pauserna)	VEIN	VEIA	aðiwe	BODY	1924	2	
Warazu (Pauserna)	VILLAGE	ALDEIA		SOCIAL AND POLITICAL RELATIONS	930		
Warazu (Pauserna)	VILLAGE SQUARE	PÁTIO /PRAÇA					
Warazu (Pauserna)	VOMIT	VOMITAR	weweʔe	BODY	1278	1	
Warazu (Pauserna)	VULTURE	URUBÚ	uruwu	ANIMALS	1185	1	
Warazu (Pauserna)	WAKE UP			THE BODY	1602		
Warazu (Pauserna)	WALK	ANDAR / CAMINHAR	wata	MOTION	1443	1	
Warazu (Pauserna)	WANT	QUERER	potar	EMOTIONS AND VALUES	1784	1	
Warazu (Pauserna)	WASH	LAVAR	pituka	BASIC ACTIONS AND TECHNOLOGY	1453	1	
Warazu (Pauserna)	WASP	VESPA	kau	ANIMALS	1517	1	
Warazu (Pauserna)	WATER	ÁGUA	i	PHYSICAL WORLD	948	1	
Warazu (Pauserna)	WAX	CERA					
Warazu (Pauserna)	WE (EXCL)	NÓS	ore	KINSHIP	1130	1	
Warazu (Pauserna)	WE (INCL)	NÓS	ðane	KINSHIP	1131	1	
Warazu (Pauserna)	WEAVE	TECER		BASIC ACTIONS AND TECHNOLOGY	133		
Warazu (Pauserna)	WET	MOLHADO	ðia	SENSE PERCEPTION	1726	2	
Warazu (Pauserna)	WHAT (?)	OQUÊ		MISCELLANEOUS FUNCTION WORDS	1236		
Warazu (Pauserna)	WHITE	BRANCO	tsɨ	SENSE PERCEPTION	1335	1	
Warazu (Pauserna)	WHO (?)	QUEM		MISCELLANEOUS FUNCTION WORDS	1235		
Warazu (Pauserna)	WIFE	ESPOSA	emɨreko	KINSHIP	1199	1	
Warazu (Pauserna)	WILD CAT	GATO DO MATO		ANIMALS	2241		
Warazu (Pauserna)	WILD DOG	CACHORRO DO MATO		ANIMALS	2448		
Warazu (Pauserna)	WIND	VENTO	iwítu	PHYSICAL WORLD	960	1	
Warazu (Pauserna)	WING	ASA	pépo	BODY	1257	1	
Warazu (Pauserna)	WING(2)	ASA	awe	BODY	1257	2	
Warazu (Pauserna)	WOODPECKER	PICA-PAU		ANIMALS	2447		
Warazu (Pauserna)	WOMAN	MULHER	kuðə	KINSHIP	962	1	
Warazu (Pauserna)	(EARTH) WORM	VERME / MINHOCA	hewoʔi	ANIMALS	2350	1	
Warazu (Pauserna)	WOUND	FERIDA		THE BODY	1109		
Warazu (Pauserna)	YELLOW	AMARELO	ðukiri	SENSE PERCEPTION	1424	3	
Warazu (Pauserna)	YOU (SG)	VOCÊ / TU	ne	KINSHIP	1213	1	
Warazu (Pauserna)	YOU (PL)	VOCÊS / VÓS		KINSHIP	1213		
Chiriguano	ABOVE	EM CIMA (DE)	ɨwati	SPATIAL RELATIONS	1741	3	
Chiriguano	AFTER	DEPOIS (DE)	hãe-ma / ha-woj / hoko-gwi	SPATIAL RELATIONS	1685	2	
Chiriguano	AGOUTI / PACA	CUTIA	akúti	ANIMALS	313	1	
Chiriguano	ALL	TODOS / TUDO	pãwe	QUANTITY	98	1	
Chiriguano	ALONE	SÓ / SOZINHO		QUANTITY	1964		
Chiriguano	ANACONDA	SUCURI		ANIMALS	896		
Chiriguano	ANATTO	URUCU		AGRICULTURE AND VEGETATION			
Chiriguano	ANT	FORMIGA	tasɨ	ANIMALS	587	2	
Chiriguano	ANTEATER	TAMANDUÁ		ANIMALS	181		
Chiriguano	MOUNTAIN SOURSOP	ARATICUM / JACA DE POBRE		FOOD AND DRINK			
Chiriguano	ARM	BRAÇO	jiwa	BODY	1673	1	
Chiriguano	ARMADILLO	TATU	tatu	ANIMALS	1885	1	
Chiriguano	ARRIVE	CHEGAR	wãẽ / upitɨ	MOTION	1387	1 / 5	
Chiriguano	ARROW	FLECHA	uvi	WARFARE AND HUNTING	977	1	
Chiriguano	ASH	CINZA(S)	tanimu	PHYSICAL WORLD	646	4	
Chiriguano	AVENGE	VINGAR(-SE)			495		
Chiriguano	AXE	MACHADO	jɨ	WARFARE AND HUNTING	677	1	
Chiriguano	AÇAÍ PALM	AÇAÍ		AGRICULTURE AND VEGETATION	2437		
Chiriguano	BACK	COSTAS	kupe	BODY	1291	1	
Chiriguano	BABAÇU	BABAÇU		AGRICULTURE AND VEGETATION			
Chiriguano	BAD / EVIL	MAU / MAL / RUIM	póʃɨ	EMOTIONS AND VALUES	3764	4	
Chiriguano	BAMBOO	TAQUARA / BAMBU	takʷarãsɨ	AGRICULTURE AND VEGETATION	1827	1	
Chiriguano	BANANA	BANANA	pakova	FOOD AND DRINK	868	1	
Chiriguano	BASKET	CESTO / CESTA	mbaerɨru	BASIC ACTIONS AND TECHNOLOGY	1539	3	
Chiriguano	BAT	MORCEGO	anɨra	ANIMALS	1793	1	
Chiriguano	BATHE	BANHAR-SE	dʒaw	BODY	138	1	
Chiriguano	BEADS	MIÇANGAS / CONTAS		CLOTHING AND GROOMING	1860		
Chiriguano	BE WRONG	ERRAR / ESTAR ERRADO	javɨ	EMOTIONS AND VALUES	1390	1	
Chiriguano	BEANS	FEIJÃO	kumana	FOOD AND DRINK	2574	1	
Chiriguano	BEARD	BARBA	endɨβa	BODY	678	1	
Chiriguano	BEAUTIFUL	BONITO		EMOTIONS AND VALUES	1427		
Chiriguano	BEE	ABELHA	eitúu	ANIMALS	665		
Chiriguano	BELLY	UMBIGO	ɨe	BODY	1251	3	
Chiriguano	BELLYBUTTON	UMBIGO		BODY	3715		
Chiriguano	BELOW	EM BAIXO DE / ABAIXO		SPATIAL RELATIONS	1485		
Chiriguano	BENCH	BANCO			2584		
Chiriguano	BIG	GRANDE	oweteo	SPATIAL RELATIONS	1202	1	
Chiriguano	BIRD	PÁSSARO	gʷɨra	ANIMALS	937	1	
Chiriguano	BITE	MORDER	suu	BODY	1403	1	
Chiriguano	BLACK	PRETO	hũ	SENSE PERCEPTION	163	1	
Chiriguano	BLOOD	SANGUE	uwɨ	BODY	946	1	
Chiriguano	BLOW	SOPRAR	peju	MOTION	176	1	
Chiriguano	BLUE	AZUL	owɨ	SENSE PERCEPTION	837	1	Also means 'green'
Chiriguano	BONE	OSSO	kãgʷe	BODY	1394	1	
Chiriguano	BOW	ARCO	wɨrápa	WARFARE AND HUNTING	994	1 2	
Chiriguano	BOY	MENINO	kunũmi	KINSHIP	1366	1	
Chiriguano	BRANCH	GALHO	ãka	AGRICULTURE AND VEGETATION	1531	1	
Chiriguano	BRAZIL NUT	CASTANHA DO PARÁ		FOOD AND DRINK			
Chiriguano	BREAK	QUEBRAR / ROMPER	pẽ	BASIC ACTIONS AND TECHNOLOGY	3020	3	
Chiriguano	BREAST	SEIO	kámbɨ	BODY	1402	1	
Chiriguano	BREATHE	RESPIRAR	pɨtũe	BODY	1407	1	
Chiriguano	BROTHER	IRMÃO		KINSHIP	1262		
Chiriguano	BURN (INTR)	QUEIMAR	kai	PHYSICAL WORLD	2102	1	
Chiriguano	BURN (TR)	QUEIMAR	apɨ	PHYSICAL WORLD	141	1	
Chiriguano	BURY	ENTERRAR	ñõti	BODY	1719	1	
Chiriguano	BUTTOCKS	NÁDEGAS		BODY	834		
Chiriguano	SLASH / GARDEN	ROÇA	kaa	AGRICULTURE AND VEGETATION	201	1	
Chiriguano	BUTTERFLY	BORBOLETA	pãnapãna	ANIMALS	1791	4	
Chiriguano	CALABASH / GOURD	CABAÇA, CUIA	ɨa	AGRICULTURE AND VEGETATION	411	3	
Chiriguano	CANOE	CANOA	tʃarana	MOTION	1970	1	
Chiriguano	CAPUCHIN MONKEY	MACACO PREGO		ANIMALS			
Chiriguano	CAPYBARA	CAPIVARA		ANIMALS	314		
Chiriguano	CARÁ ROOT / YAM	INHAME		AGRICULTURE AND VEGETATION	410		
Chiriguano	CHIEF / MASTER / OWNER	CHEFE / CACIQUE		SOCIAL AND POLITICAL RELATIONS	2394		
Chiriguano	CASHEW	CAJU		FOOD AND DRINK	2441		
Chiriguano	CHILD	CRIANÇA		KINSHIP	2099		
Chiriguano	CICADA	CIGARRA		ANIMALS	2353		
Chiriguano	CLAW	GARRA		BODY	2128		
Chiriguano	CLAY / MUD	BARRO / ARGILA		BASIC ACTIONS AND TECHNOLOGY / THE PHYSICAL WORLD	1399 / 640		
Chiriguano	CLOUD	NUVEM	ãma	PHYSICAL WORLD	1489	4	
Chiriguano	COATI	QUATI		ANIMALS	2389		
Chiriguano	COCKROACH	BARATA		ANIMALS	1575		
Chiriguano	COCOA	CACAU		AGRICULTURE AND VEGETATION	2442		
Chiriguano	COLD	FRIO	roɨ	SENSE PERCEPTION	1287	1	
Chiriguano	COME	VIR	ju	MOTION	1446	1	
Chiriguano	COMB	PENTE	kɨwa	CLOTHING AND GROOMING	1475	1	
Chiriguano	CORN / MAIZE	MILHO	awati	AGRICULTURE AND VEGETATION	3686	1	
Chiriguano	COTTON	ALGODÃO	manɨju	CLOTHING AND GROOMING	1850	1	
Chiriguano	CRAB	CARANGUEIJO		ANIMALS	2348		
Chiriguano	CRICKET (ZOOL)	GRILO	kɨju	ANIMALS	2354	1	
Chiriguano	CRY	CHORAR	jaeo	EMOTIONS AND VALUES	1839	1	
Chiriguano	CURASSOW	MUTUM		ANIMALS	315		
Chiriguano	CUT	CORTAR	kɨ̃ti	BASIC ACTIONS AND TECHNOLOGY	1432	1	
Chiriguano	DANCE	DANÇAR	puráe	MOTION	1579	1	
Chiriguano	DAUGHTER OF WOMAN	FILHA DE MULHER	membɨ	KINSHIP	1357		
Chiriguano	DAUGHTER OF MAN	FILHA DE HOMEM	ajɨ	KINSHIP	1357		
Chiriguano	DAY	DIA	ara	TIME	1260	1	
Chiriguano	DEER	VEADO	gʷasu / wasu	ANIMALS	1936	1	
Chiriguano	DEFECATE	DEFECAR	poti	BODY	676	2	
Chiriguano	DIE	MORRER	mãno	BODY	1494	1	
Chiriguano	DIG	CAVAR		AGRICULTURE AND VEGETATION	1418		
Chiriguano	DIGGING STICK			AGRICULTURE AND VEGETATION	339		
Chiriguano	DIRTY	SUJO	kɨa	SENSE PERCEPTION	1230	1	
Chiriguano	DO / MAKE	FAZER	apo	BASIC ACTIONS AND TECHNOLOGY	813	1	
Chiriguano	DOG	CACHORRO / CÃO	j(a)ɨmba*	ANIMALS	2009		
Chiriguano	DOOR	PORTA		THE HOUSE	1567		
Chiriguano	DRAW / PAINT	PINTAR / DESENHAR	moretʃa	BASIC ACTIONS AND TECHNOLOGY	3122	4	
Chiriguano	DRESS UP	VESTIR(-SE)	mone	CLOTHING AND GROOMING	814	2	
Chiriguano	DRINK (V)	BEBER	u	FOOD AND DRINK	1401	1	
Chiriguano	DRY	SECAR	mutĩni	BASIC ACTIONS AND TECHNOLOGY	1786	1	
Chiriguano	DRY (STATE)	SECO	tĩni	SENSE PERCEPTION	1398	1	
Chiriguano	EARTH / LAND	TERRA / PAÍS	ɨβɨ	PHYSICAL WORLD	3603	1	
Chiriguano	EAR	ORELHA	nambi	BODY	1247	1	
Chiriguano	EAT (INTR.)	COMER	karu	FOOD AND DRINK	1336	2	
Chiriguano	EAT (TR.)	COMER		FOOD AND DRINKFOOD AND DRINK	1336		
Chiriguano	EGG	OVO	hupia	FOOD AND DRINK	744	1	
Chiriguano	ELECTRIC EEL	ENGUIA / PEIXE ELÉTRICO / PORAQUÊ		ANIMALS	2443		
Chiriguano	ENTER	ENTRAR	ike	MOTION	749	1	
Chiriguano	EYE	OLHO	esa	BODY	1248	1	
Chiriguano	FACE	CARA / ROSTO / FACE	ow	BODY	1560	1	
Chiriguano	FALL	CAIR	ʔa	MOTION	1280	1	
Chiriguano	FAR	LONGE	momɨrɨ	SPATIAL RELATIONS	1406	9	
Chiriguano	FAT / GREASE	GORDURA	kɨra	FOOD AND DRINK	1282	2	
Chiriguano	FATHER	PAI	u	KINSHIP	1217	1	
Chiriguano	FEAR / BE AFRAID	TEMER / TERMEDO	kɨje	EMOTIONS AND VALUES	1419	1	
Chiriguano	FEATHER	PENA / PLUMA	ráwe / hágʷe	BODY	1201		
Chiriguano	FINGER	DEDO	kʷã	BODY	1303	1	
Chiriguano	FIRE	FOGO	tata	PHYSICAL WORLD	221	1	
Chiriguano	FIREFLY / GLOWWORM	VAGALUME / PIRILAMPO	tʃanopéra	ANIMALS	206	5	
Chiriguano	FIREWOOD	LENHA	jepea	PHYSICAL WORLD	10	1	
Chiriguano	FISH	PEIXE	pira	ANIMALS	227	1	
Chiriguano	FISHHOOK	ANZOL		WARFARE AND HUNTING	1074		
Chiriguano	FLAT	PLANO / LISO	pope	SPATIAL RELATIONS	1633	1	
Chiriguano	FLEA / CHIGGER	PULGA		ANIMALS	232		
Chiriguano	FLESH / MEAT	CARNE	oo	FOOD AND DRINK	2615	1	
Chiriguano	FLOUR	FARINHA	kui	FOOD AND DRINK	1594	1	
Chiriguano	FLOWER	FLOR	potɨ	AGRICULTURE AND VEGETATION	239	1	
Chiriguano	FLY	VOAR	veve	MOTION	1441	1	
Chiriguano	FLY (INSECT)	MOSCA	meru	ANIMALS	1504	2	
Chiriguano	FOOD	COMIDA	embiu	FOOD AND DRINK	256	1	
Chiriguano	FOOT	PÉ	pɨ	BODY	1301	1	
Chiriguano	FORGET	ESQUECER		COGNITION	1523		
Chiriguano	FOUR	QUATRO	irunɨ	QUANTITY	1500	1	
Chiriguano	FROG / TOAD	SAPO	kururu	ANIMALS	503	1	
Chiriguano	FRUIT	FRUTA	iá	FOOD AND DRINK	1507	1	
Chiriguano	FULL	CHEIO	tɨneẽ	QUANTITY	1429	1	
Chiriguano	GATHER	(A)JUNTAR / RECOLHER	mboatɨ	SPATIAL RELATIONS	7	5	
Chiriguano	GENIPA	JENIPAPO / GENIPA		AGRICULTURE AND VEGETATION			
Chiriguano	GIRL	MENINA	kuɲatãj	KINSHIP	1646	1	
Chiriguano	GIVE	DAR	mẽe	POSSESSION	1447	2	
Chiriguano	GNAT / PIUM	MOSQUITO / PERNILONGO / BORRACHUDO	ɲatĩu	ANIMALS			
Chiriguano	GO	IR	o	MOTION	695	1	
Chiriguano	GO UP	SUBIR	jupi	MOTION	705	1	
Chiriguano	GOOD / WELL	BOM / BEM	katu	EMOTIONS AND VALUES	1035	1	
Chiriguano	GRANDFATHER	AVÔ	ãmɨi	KINSHIP	1383	1	
Chiriguano	GRASS	GRAMA	kapii	AGRICULTURE AND VEGETATION	606	1	
Chiriguano	GREEN	VERDE	owɨ	SENSE PERCEPTION	1425 / 2382	2	
Chiriguano	GROW	CRESCER	kʷakʷa	SPATIAL RELATIONS	479	3	
Chiriguano	GREEN IGUANA	CAMALEÃO		ANIMALS	1578		
Chiriguano	GUAN / JACU	JACÚ		ANIMALS	437		
Chiriguano	HAIR	CABELO	a	BODY	2648	1	
Chiriguano	HAMMOCK	REDE	kɨa	HOUSE	2019	4	
Chiriguano	HAND	MÃO	po	BODY	1277	1	
Chiriguano	HAPPY	FELIZ / CONTENTE	orɨ	EMOTIONS AND VALUES	1495	1	
Chiriguano	HAWK	GAVIÃO	kʷirapinta	ANIMALS	307	1	
Chiriguano	HEAD	CABEÇA	ãka	BODY	1256	1	
Chiriguano	HEAL	CURAR / SARAR	kʷera	BODY	499	1	
Chiriguano	HEAR / LISTEN	ESCUTAR / OUVIR	enu	SENSE PERCEPTION	1408 / 1608	1	
Chiriguano	HEART	CORAÇÃO	pɨa	BODY	1223	1	
Chiriguano	HEAVY	PESADO	poɨ	SENSE PERCEPTION	1210	1	
Chiriguano	HEDGEHOG	OURIÇO / PORCO-ESPINHO	kuii	ANIMALS	1797	2	
Chiriguano	HELP	AJUDAR	mborɨ	SOCIAL AND POLITICAL RELATIONS	1897	7	
Chiriguano	HEN / CHICKEN	GALINHA	uru	ANIMALS	1318	7	
Chiriguano	HERE	AQUI		MISCELLANEOUS FUNCTION WORDS	136		
Chiriguano	HIDE	ESCONDER	ñomi	SPATIAL RELATIONS	2486	1	
Chiriguano	HIT	BATER	nũpa	BASIC ACTIONS AND TECHNOLOGY	1433	1	
Chiriguano	HOLE	BURACO	ɨvɨkʷa	SPATIAL RELATIONS	1667	1	
Chiriguano	HONEY	MEL		FOOD AND DRINK	942		
Chiriguano	HORN	CHIFRE		BODY	1393		
Chiriguano	HOT	QUENTE	aku	SENSE PERCEPTION	1286	1	
Chiriguano	HOUSE	CASA	oo	HOUSE	1252	1	
Chiriguano	HOWLER MONKEY	(MACACO) BUGIO / GUARIBA	karája	ANIMALS	433	3	
Chiriguano	HUMMINGBIRD	BEIJA-FLOR / COLIBRI		ANIMALS	1589		
Chiriguano	HUNT	CAÇAR		WARFARE AND HUNTING	1435		
Chiriguano	HUSBAND	MARIDO	me	KINSHIP	1200	1	
Chiriguano	I	EU		MISCELLANEOUS FUNCTION WORD	1209		
Chiriguano	INGA	INGÁ					
Chiriguano	INSIDE	DENTRO (DE)			1606		
Chiriguano	JACARÉ / CAIMAN / CROCODILE	JACARÉ	jakare	ANIMALS	1857	1	
Chiriguano	JAGUAR	ONÇA	jawa	ANIMALS	1250	1	
Chiriguano	JUMP			MOTION	1829		
Chiriguano	KILL	MATAR	juka	BODY	1417	1	
Chiriguano	KING FISHER	GUARDA-RIOS / MARTIM-PESCADOR		ANIMALS			
Chiriguano	KNEE	JOELHO	enepɨa	BODY	1371	1	
Chiriguano	KNIFE	FACA	kɨse	BASIC ACTIONS AND TECHNOLOGY	1352	1	
Chiriguano	KNOW	SABER	kʷaa	COGNITION	3626	1	
Chiriguano	LAKE	LAGO / LAGOA	ɨpa	PHYSICAL WORLD	624	1	
Chiriguano	LARGE ANT / BULLET ANT	TOCANDIRA / TUCANDEIRA		ANIMALS			
Chiriguano	LARGE MANDI FISH	BAGRE / MANDI / SURUBIM-BAGRE		ANIMALS			
Chiriguano	LAUGH	RIR	púka	EMOTIONS AND VALUES	1355	1	
Chiriguano	LEAF	FOLHA	óo	AGRICULTURE AND VEGETATION	628	1	
Chiriguano	LEARN	APRENDER	jemoe	COGNITION	504	1	
Chiriguano	LEAVE / GO OUT	SAIR		MOTION	1752		
Chiriguano	LEG	PERNA	tɨ̃ma	BODY	1297	1	
Chiriguano	LAY (DOWN)	DEITAR(-SE)	pũa	SPATIAL RELATIONS	2071	1	
Chiriguano	LIVER	FÍGADO	pɨa	BODY	1224	1	
Chiriguano	LIZARD	LAGARTO / CALANGO	teju	ANIMALS	632	1	
Chiriguano	LONG / TALL	COMPRIDO / LONGO / ALTO	puku	PATIALRELATIONS	1203 / 2143	1	
Chiriguano	LOOK AT	OLHAR	mãe	SENSE  AND PERCEPTION	1819	1	
Chiriguano	GETLOST / LOOSEONES	PERDER-SE	mokaɲɨ	SENSE AND PERCEPTION	423	1	
Chiriguano	LOUSE	PIOLHO	kɨ	ANIMALS	1392	1	
Chiriguano	MACAW	ARARA		ANIMALS	1630		
Chiriguano	MAGGOT / LARVA	LARVA		ANIMALS	/ 2640		
Chiriguano	MAN	HOMEM	kuimae	KINSHIP	1554	1	
Chiriguano	MANIOC	MADIOCA	manio	AGRICULTURE AND VEGETATION	927	1	
Chiriguano	MANY	MUITOS	heta	QUANTITY	1198	1	
Chiriguano	MEDICINE	REMÉDIO	põa	BODY	1372	1	
Chiriguano	MILK	LEITE		FOOD AND DRINK	635		
Chiriguano	MONKEY	MACACO	kai / matʃi	ANIMALS	1350	1	
